name,group,vote,Genre,Âge,District,affairVoteId
Marc-Antoine GENOLET,UDC,Non/Nein,H,57,Hérens,20211209100206
François GENOUD,VLR,Oui/Ja,H,69,Sierre,20211209100206
Géraldine GIANADDA,VLR,Oui/Ja,F,54,Martigny,20211209100206
Géraldine GRANGES GUENOT,UDC,Oui/Ja,F,46,Martigny,20211209100206
Vincent GÜNTHER,LES VERTS,Oui/Ja,H,52,Martigny,20211209100206
Ida HÄFLIGER,CSPO,Oui/Ja,F,64,Visp,20211209100206
Monika HOLZEGGER,ZUK-VS,Oui/Ja,F,47,Brig,20211209100206
Lukas KALBERMATTEN,CVPO,Oui/Ja,H,50,Westlich Raron,20211209100206
Dominik KNUBEL,CVPO,Oui/Ja,H,41,Westlich Raron,20211209100206
Michael KREUZER,SVPO,Non/Nein,H,32,Visp,20211209100206
Madeleine KUONEN-EGGO,ZUK-VS,Oui/Ja,F,62,Leuk,20211209100206
Alain LÉGER,PDC,Oui/Ja,H,43,Martigny,20211209100206
Jean-François LOVEY,AC,Oui/Ja,H,67,Entremont,20211209100206
Damien LUISIER,PDC,Oui/Ja,H,28,Martigny,20211209100206
Natacha MARET,PDC,Oui/Ja,F,38,Entremont,20211209100206
Rainer MATHIER,CVPO,Oui/Ja,H,64,Leuk,20211209100206
Thomas MATTER,CSPO,Oui/Ja,H,55,Leuk,20211209100206
Kamy MAY,PDC,Oui/Ja,F,27,Entremont,20211209100206
Fabienne MURMANN,CVPO,Oui/Ja,F,40,Leuk,20211209100206
Jean-Daniel NANCHEN,LES VERTS,Oui/Ja,H,64,Sierre,20211209100206
Claude NANÇOZ,VLR,Oui/Ja,H,69,Conthey,20211209100206
Frédéric PITTELOUD,PDC,Oui/Ja,H,46,Hérens,20211209100206
Géraldine POUGET-ZUFFEREY,PDC,Oui/Ja,F,31,Sierre,20211209100206
Emilie PRAZ,AC,Oui/Ja,F,35,Sion,20211209100206
François QUENNOZ,UDC,Non/Nein,H,28,Sion,20211209100206
Damien RABOUD,UDC,Non/Nein,H,35,Monthey,20211209100206
Pierre-Alain RAEMY,VLR,Oui/Ja,H,60,Sion,20211209100206
Célina RAMSAUER,AC,Oui/Ja,F,45,Sierre,20211209100206
Kurt REGOTZ,CSPO,Oui/Ja,H,68,Brig,20211209100206
Jean-Pierre REY,VLR,Oui/Ja,H,59,Sierre,20211209100206
Caroline REYNARD,AdG,Oui/Ja,F,25,Sion,20211209100206
Janine REY-SIGGEN,AdG,Oui/Ja,F,61,Sierre,20211209100206
Johan ROCHEL,AC,Oui/Ja,H,38,Monthey,20211209100206
Yann RODUIT,PDC,Oui/Ja,H,47,Sion,20211209100206
Martine ROUILLER,AC,Oui/Ja,F,39,St-Maurice,20211209100206
Léa ROUILLER DESSIMOZ,LES VERTS,Oui/Ja,F,21,Conthey,20211209100206
Gérard SALAMIN,PDC,Oui/Ja,H,58,Sierre,20211209100206
Jean-Marc SAVIOZ,PDC,Oui/Ja,H,51,Sierre,20211209100206
Pierre SCHERTENLEIB,AdG,Oui/Ja,H,68,Sion,20211209100206
Flavio SCHMID,CSPO,Oui/Ja,H,36,Visp,20211209100206
Gerhard SCHMID,INDEP,Oui/Ja,H,73,Östlich Raron,20211209100206
Remo SCHNYDER,SVPO,Non/Nein,H,47,Brig,20211209100206
Raymonde SCHOCH,VLR,Oui/Ja,F,70,St-Maurice,20211209100206
Alain SCHÖNBETT,VLR,Oui/Ja,H,66,Monthey,20211209100206
Martin SCHÜRCH,CVPO,Non/Nein,H,49,Visp,20211209100206
Ruth STALDER,VLR,Oui/Ja,F,59,Sion,20211209100206
Fabien THETAZ,AdG,Oui/Ja,H,35,Monthey,20211209100206
Bernard TROILLET,PDC,Oui/Ja,H,67,Martigny,20211209100206
Romain UDRY,VLR,Oui/Ja,H,29,Conthey,20211209100206
Grégoire VANNAY,PDC,Oui/Ja,H,51,Monthey,20211209100206
Georges VIONNET,LES VERTS,Oui/Ja,H,68,Monthey,20211209100206
Jenny VOEFFRAY,PDC,Oui/Ja,F,47,St-Maurice,20211209100206
Laurence VUAGNIAUX,LES VERTS,Oui/Ja,F,46,Sion,20211209100206
Côme VUILLE,VLR,Oui/Ja,H,34,Monthey,20211209100206
Joséphine WAEBER,PDC,Oui/Ja,F,37,Sierre,20211209100206
Leander WILLINER,CSPO,Oui/Ja,H,68,Brig,20211209100206
Jean ZERMATTEN,AC,Oui/Ja,H,73,Sion,20211209100206
Rahel ZIMMERMANN,ZUK-VS,Oui/Ja,F,36,Visp,20211209100206
Marie ZUCHUAT,PDC,Oui/Ja,F,34,Sion,20211209100206
Fabian ZURBRIGGEN,SVPO,Non/Nein,H,47,Visp,20211209100206
Danica ZURBRIGGEN LEHNER,CSPO,Oui/Ja,F,41,Visp,20211209100206
Chantal CARLEN,CVPO,Aucun/Keine,F,29,Goms,20211209100206
Nicolas CHABLAIS,VLR,Aucun/Keine,H,33,Monthey,20211209100206
Damien CLERC,PDC,Aucun/Keine,H,40,Conthey,20211209100206
Pierre DARBELLAY,PDC,Aucun/Keine,H,33,Entremont,20211209100206
Christian ESCHER,CSPO,Aucun/Keine,H,42,Brig,20211209100206
Mélanie FOLLONIER,VLR,Aucun/Keine,F,29,Hérens,20211209100206
Christelle HERITIER,VLR,Aucun/Keine,F,36,Sion,20211209100206
Lukas JÄGER,SVPO,Aucun/Keine,H,66,Leuk,20211209100206
Ralph KUMMER,SVPO,Aucun/Keine,H,43,Brig,20211209100206
Vincent LUYET,AC,Aucun/Keine,H,44,Sion,20211209100206
Nicolas METTAN,PDC,Aucun/Keine,H,60,St-Maurice,20211209100206
Bernard OBERHOLZER,AC,Aucun/Keine,H,76,Monthey,20211209100206
Edmond PERRUCHOUD,UDC,Aucun/Keine,H,74,Sierre,20211209100206
Christine ROUX,PDC,Aucun/Keine,F,59,Sion,20211209100206
Felix RUPPEN,CVPO,Aucun/Keine,H,60,Brig,20211209100206
Mathieu SARRASIN,VLR,Aucun/Keine,H,60,Entremont,20211209100206
Jean-Baptiste UDRESSY,UDC,Aucun/Keine,H,28,Monthey,20211209100206
Rafael WELSCHEN,CVPO,Aucun/Keine,H,33,Brig,20211209100206
